GEOID,date_ymd,ppt,tmean,tmax,tmin,tdmean
,20160101,0.0,1.4584393521506847,5.029704157401579,-2.1118718043928713,-4.595200984834528
,20160102,0.0,1.0440422446199502,5.711783921975457,-3.622935083727498,-4.961368521933212
,20160103,0.0,3.0681436143821963,8.93902428750543,-2.8017492478585826,-4.707297842040133
,20160104,0.0,-5.9363846845141675,-0.06455087750238214,-11.809222063470592,-16.295927068722
,20160105,0.0,-6.427149891311973,-0.7951986941512444,-12.06004004520399,-15.844357160866391
,20160106,0.0,-2.867333705378907,4.565044976551473,-10.300788760217516,-10.923596281320277
,20160107,0.0026960074643646525,1.8538299388808321,7.14384692151954,-3.4353228484372575,-2.2748729043873737
,20160108,0.09793262499221246,4.527255655620918,7.024412660560969,2.0311196921798627,0.5356907518337087
,20160109,24.374423313046687,8.793554961645695,13.365629851909672,4.2224375410269195,7.946492871573688
,20160110,2.8112283576857653,7.334595808026471,17.42353280922419,-2.7533201580281434,1.8876345242732946
,20160111,0.0,-3.302571063099404,1.0052538108635807,-7.611386430248383,-12.348064887675594
,20160112,0.0773304277537413,-0.4669288698390137,6.220011146896117,-7.153879271170197,-9.220827298313774
,20160113,0.0,-4.797753288378579,-2.3994047352052417,-7.19709387402029,-14.237013474640476
,20160114,0.0,1.421551603641591,7.477341212290799,-4.6334688576256235,-5.693374525300122
,20160115,9.36441031671507,4.228019681526012,10.852048923024517,-2.395008699171582,1.8456079370430793
,20160116,7.375802068619816E-4,5.306598357434882,10.939498237108223,-0.3252939503127629,-0.039922471317792446
,20160117,1.228762232308249,-2.568003912886544,2.138234036513586,-7.275247399875144,-5.0625801810164175
,20160118,0.0014322073446661444,-7.092220733841397,-4.118597493062402,-10.066862323986568,-16.707290342929795
,20160119,0.0,-6.354378542994248,-2.818457344414165,-9.891264520033811,-14.348431789759069
,20160120,0.022313197148097052,-2.6607270873425226,0.8640622975876951,-6.186470860788358,-8.756968199536534
,20160121,0.0,-3.2686081445116724,1.4185180069829477,-7.956746378611225,-10.364552923386874
,20160122,24.91178328571039,-5.193765165769785,-3.0872425258770186,-7.301296597620034,-9.295711029916932
,20160123,20.032766300470758,-4.653275226475155,-1.775283076118216,-7.532285834017121,-6.208146407241919
,20160124,0.1063110121026892,-5.539419337199102,-0.38310816233727785,-10.696711089195663,-11.082566172314188
,20160125,0.00851254269346452,-2.7526532159765975,4.183456394592783,-9.689733003759379,-7.195260909578717
,20160126,0.03598938091134,3.4129245118319123,9.287326697357997,-2.4605853027655864,-0.18246693197531627
,20160127,0.0,-1.1948793983485393,5.891246368248476,-8.281796903903462,-6.749730943311221
