GEOID,date_ymd,ppt,tmean,tmax,tmin,tdmean
,20130101,0.0,0.6373358407352239,4.676109241043735,-3.400924839346678,-4.944050311881329
,20130102,0.0,-2.1924571858795363,0.9939108658322333,-5.379808475523741,-9.668667832746271
,20130103,0.0,-2.0853266159519093,1.349460035691047,-5.521089820448584,-8.248505069162213
,20130104,0.0,0.8730199311303158,3.6382666689163132,-1.8912636656244592,-6.73343259951523
,20130105,0.7036337836158941,1.278126123579037,4.808191423340904,-2.2509587456426163,-4.905653987261004
,20130106,2.1165394485420645E-4,3.792778243462668,8.615922004967286,-1.029364050437587,-2.310262466038984
,20130107,0.0,1.8657811977675787,7.660657512074042,-3.928094832377816,-3.914316778230471
,20130108,0.0,3.125629173374011,9.189810573923124,-2.9375198437356462,-1.513535235527342
,20130109,0.029012800096668647,4.181069855363516,10.01301235032896,-1.6498042568673421,0.5641275361334981
,20130110,0.0,4.749902830235055,9.34066086860183,0.160138190794468,-3.1025589564001295
,20130111,13.056031717768832,4.619941740716397,8.193444791534342,1.047397264399391,4.191243054693036
,20130112,0.01217719612831458,7.683651765429397,10.620523206524833,4.747797421842369,6.219459792110694
,20130113,0.41654401973284466,8.300591691845213,11.166199081567132,5.435975458647947,8.135825334369244
,20130114,10.209118744362307,7.82051328965411,12.84279821013063,2.799198582862892,4.897431565217951
,20130115,22.304948225048392,2.253246801573214,3.8502479142952106,0.6572758262956893,-0.544956147624465
,20130116,2.364575759455419,2.6313254445060443,4.36781025109314,0.8957907620858646,1.404040167605795
,20130117,0.03272873801908609,2.3534425113536352,5.459695221989477,-0.751808461319327,-2.276302429381723
,20130118,0.0,-1.5881690894538865,0.8264923322392976,-4.003842170923269,-10.275709675209292
,20130119,0.0,4.933555496178386,10.3445340275234,-0.47640830855730887,-2.8295670800483714
,20130120,0.0,4.498410235131493,12.832735931815186,-3.8348965720281143,-8.163129323565093
,20130121,0.8080218657854685,-3.549268372156236,1.3076433203343265,-8.407142793053193,-11.332627014490503
,20130122,0.0,-8.959883617450162,-5.905184527868881,-12.015556703176527,-19.5541340662449
